Year,Month,Day,Hour,Load,Site-1 Temp,Site-2 Temp,Site-3 Temp,Site-4 Temp,Site-5 Temp,Site-1 GHI,Site-2 GHI,Site-3 GHI,Site-4 GHI,Site-5 GHI,Combined_Temp,Combined_GHI,Day_Clipped,DayOfYear,dow,Timestep,sin_day,cos_day,sin_week,cos_week,sin_year,cos_year,is_weekend,Date,is_holiday,lag_1_temp,lag_24_temp,delta_1_temp,delta_24_temp,lag_1_ghi,lag_24_ghi,delta_1_ghi,delta_24_ghi,CDH,HDH
1,2,12,20,2619.0,12.4,12.9,10.1,13.1,11.9,0,0,0,0,0,-2.1796661815578697,-1.6461350356732445,12,43,0,1027,-0.49999999999999367,-0.8660254037844423,0.9888308262251275,0.14904226617618152,0.19583719773797229,-0.9806364219129016,0,2021-02-12,0,-2.085514194218626,-1.824895407061999,-0.09415198733924379,-0.3547707744958708,-1.561124314220983,-1.6461350356732445,-0.08501072145226152,0.0,0.0,22.17966618155787
1,2,12,21,2527.0,10.8,12.1,9.1,12.5,10.7,0,0,0,0,0,-2.6306213013147004,-1.6461350356732445,12,43,0,1028,-0.8660254037844436,-0.4999999999999915,0.9972037971811801,0.07473009358642488,0.193024842796692,-0.9811938697644377,0,2021-02-12,0,-2.1796661815578697,-2.6631099710129678,-0.45095511975683067,0.03248866969826736,-1.6461350356732445,-1.6461350356732445,0.0,0.0,0.0,22.6306213013147
1,2,12,22,2377.0,9.6,10.9,8.3,11.8,10.0,0,0,0,0,0,-3.041297086543885,-1.6461350356732445,12,43,0,1029,-1.0,-8.672789566318637e-14,1.0,8.329455176111767e-15,0.19021090117413567,-0.9817432521156044,0,2021-02-12,0,-2.6306213013147004,-3.1871122664777185,-0.4106757852291847,0.14581517993383342,-1.6461350356732445,-1.6461350356732445,0.0,0.0,0.0,23.041297086543885
1,2,12,23,2173.0,9.1,12.0,7.4,11.0,9.4,0,0,0,0,0,-3.159068288684522,-1.6461350356732445,12,43,0,1030,-0.8660254037844166,0.5000000000000382,0.9972037971811802,-0.07473009358642244,0.18739539600115268,-0.9822845644504301,0,2021-02-12,0,-3.041297086543885,-3.4830132965656353,-0.11777120214063697,0.32394500788111324,-1.6461350356732445,-1.6461350356732445,0.0,0.0,0.0,23.159068288684523
1,2,12,24,2018.0,9.1,9.0,5.9,9.3,8.2,0,0,0,0,0,-3.8205068101469593,-1.6461350356732445,12,43,0,1031,-0.5000000000000454,0.8660254037844124,0.9888308262251279,-0.14904226617617908,0.18457835042144494,-0.9828178023192795,0,2021-02-12,0,-3.159068288684522,-3.8283862295855142,-0.6614385214624372,0.007879419438554969,-1.6461350356732445,-1.6461350356732445,0.0,0.0,0.0,23.82050681014696
1,2,13,1,1945.0,8.4,8.8,5.2,8.9,7.2,0,0,0,0,0,-4.070564730204218,-1.6461350356732445,13,44,1,1032,-3.527477966053648e-14,1.0,0.9749279121818243,-0.22252093395631148,0.18175978759137534,-0.9833429613388902,0,2021-02-13,0,-3.8205068101469593,-4.180461408463931,-0.2500579200572588,0.10989667825971328,-1.6461350356732445,-1.6461350356732445,0.0,0.0,0.0,24.070564730204218
1,2,13,2,1887.0,7.9,7.8,4.9,8.8,6.8,0,0,0,0,0,-4.2806332258283915,-1.6461350356732445,13,44,1,1033,0.4999999999999843,0.8660254037844477,0.9555728057861439,-0.294755174410894,0.17893973067978045,-0.9838600371924086,0,2021-02-13,0,-4.070564730204218,-4.447570237124296,-0.2100684956241734,0.16693701129590455,-1.6461350356732445,-1.6461350356732445,0.0,0.0,0.0,24.280633225828392
1,2,13,3,1844.0,7.6,7.4,4.6,8.0,6.4,0,0,0,0,0,-4.478657077835246,-1.6461350356732445,13,44,1,1034,0.8660254037844382,0.5000000000000009,0.9308737486442058,-0.3653410243663911,0.17611820286777657,-0.9843690256294255,0,2021-02-13,0,-4.2806332258283915,-4.688395468528975,-0.19802385200685446,0.20973839069372868,-1.6461350356732445,-1.6461350356732445,0.0,0.0,0.0,24.478657077835244
1,2,13,4,1848.0,7.4,7.3,4.0,7.6,7.2,0,0,0,0,0,-4.519758930322326,-1.6461350356732445,13,44,1,1035,1.0,-1.6178336342113418e-14,0.9009688679024181,-0.43388373911756023,0.17329522734857264,-0.984869922466011,0,2021-02-13,0,-4.478657077835246,-4.883373275047743,-0.041101852487080315,0.3636143447254172,-1.6461350356732445,-1.6461350356732445,0.0,0.0,0.0,24.519758930322325
1,2,13,5,1948.0,7.3,7.3,3.4,7.1,8.6,0,0,0,0,0,-4.502553714655244,-1.6461350356732445,13,44,1,1036,0.8660254037844788,-0.4999999999999304,0.8660254037844414,-0.49999999999999534,0.17047082732727623,-0.9853627235847487,0,2021-02-13,0,-4.519758930322326,-4.950468214035805,0.017205215667082108,0.4479144993805608,-1.6461350356732445,-1.6461350356732445,0.0,0.0,0.0,24.502553714655242
1,2,13,6,2171.0,6.7,7.4,2.4,7.2,6.6,0,0,0,0,0,-4.763243720164805,-1.6461350356732445,13,44,1,1037,0.49999999999995626,-0.8660254037844639,0.8262387743159942,-0.563320058063623,0.16764502602070563,-0.98584742493477,0,2021-02-13,0,-4.502553714655244,-5.080548345965079,-0.2606900055095611,0.31730462580027385,-1.6461350356732445,-1.6461350356732445,0.0,0.0,0.0,24.763243720164805
1,2,13,7,2410.0,6.3,6.8,2.1,6.6,5.3,0,0,0,0,0,-5.0442128287601244,-1.6461350356732445,13,44,1,1038,4.605538537685272e-14,-1.0,0.7818314824680339,-0.6234898018587284,0.16481784665719793,-0.9863240225317866,0,2021-02-13,0,-4.763243720164805,-5.217465061833663,-0.2809691085953192,0.17325223307353887,-1.6461350356732445,-1.6461350356732445,0.0,0.0,0.0,25.044212828760124
1,2,13,8,2392.0,6.3,7.0,2.2,6.3,5.9,7,7,8,8,8,-4.998414770576285,-1.590334130602873,13,44,1,1039,-0.49999999999997496,-0.8660254037844531,0.7330518718298263,-0.6801727377709194,0.1619893124764166,-0.9867925124581245,0,2021-02-13,0,-5.0442128287601244,-5.072110333341341,0.04579805818383953,0.07369556276505573,-1.6461350356732445,-1.5931600664500727,0.05580090507037139,0.00282593584719959,0.0,24.998414770576286
1,2,13,9,2166.0,9.4,9.9,7.6,9.5,8.8,139,134,143,141,144,-3.5263081371427263,-0.6173970683464658,13,44,1,1040,-0.8660254037844327,-0.5000000000000102,0.680172737770925,-0.733051871829821,0.15915944672916355,-0.9872528908627548,0,2021-02-13,0,-4.998414770576285,-3.4309308990053413,1.4721066334335586,-0.09537723813738497,-1.590334130602873,-0.6157026158815924,0.9729370622564073,-0.0016944524648734305,0.0,23.526308137142728
1,2,13,10,1943.0,12.8,12.8,13.3,12.6,12.3,341,335,346,344,348,-1.9683525647347389,0.8683108903824062,13,44,1,1041,-1.0,5.3977306257971796e-15,0.6234898018587345,-0.781831482468029,0.15632827267718463,-0.9877051539613265,0,2021-02-13,0,-3.5263081371427263,-1.704509052475236,1.5579555724079874,-0.26384351225950287,-0.6173970683464658,0.8629975479413954,1.485707958728872,0.005313342441010782,0.0,21.96835256473474
1,2,13,11,1773.0,14.3,14.2,15.4,14.4,13.7,520,515,526,524,528,-1.2642039654409791,2.1866004419788347,13,44,1,1042,-0.8660254037844274,0.5000000000000195,0.5633200580636294,-0.8262387743159898,0.1534958135929813,-0.9881492980361969,0,2021-02-13,0,-1.9683525647347389,-0.9260655377761331,0.7041485992937597,-0.33813842766484603,0.8683108903824062,2.1959079244180013,1.3182895515964286,-0.00930748243916657,0.0,21.26420396544098
1,2,13,12,1672.0,15.6,15.0,16.5,15.5,15.0,649,645,656,653,657,-0.7787965946904639,3.1352666614665026,13,44,1,1043,-0.5000000000000641,0.8660254037844016,0.5000000000000021,-0.8660254037844375,0.15066209275961812,-0.9885853194364623,0,2021-02-13,0,-1.2642039654409791,-0.583561287154745,0.4854073707505152,-0.19523530753571894,2.1866004419788347,3.1534372217684754,0.9486662194876678,-0.018170560301972838,0.0,20.778796594690466
1,2,13,13,1650.0,16.5,15.4,17.7,16.2,16.1,712,714,725,721,722,-0.42089712793334183,3.62468686946532,13,44,1,1044,-5.6835991093168957e-14,1.0,0.4338837391175673,-0.9009688679024147,0.14782713347053048,-0.9890132145779883,0,2021-02-13,0,-0.7787965946904639,-0.45557636101045546,0.3578994667571221,0.034679233077113625,3.1352666614665026,3.6625039120611036,0.48942020799881725,-0.03781704259578378,0.0,20.42089712793334
1,2,13,14,1695.0,16.5,15.2,18.4,16.5,16.7,709,708,724,731,725,-0.3200163653011498,3.6301252609765418,13,44,1,1045,0.49999999999996564,0.8660254037844585,0.3653410243663984,-0.9308737486442029,0.14499095902933395,-0.9894329799434392,0,2021-02-13,0,-0.42089712793334183,-0.47318618815488755,0.10088076263219203,0.15316982285373776,3.62468686946532,3.663739386956429,0.0054383915112219405,-0.033614125979887444,0.0,20.32001636530115
1,2,13,15,1803.0,15.9,15.0,18.3,16.2,16.5,653,623,649,667,663,-0.4489031148854417,3.131037403403669,13,44,1,1046,0.8660254037844274,0.5000000000000195,0.2947551744109015,-0.9555728057861416,0.14215359274963368,-0.9898446120823062,0,2021-02-13,0,-0.3200163653011498,-0.5314390561556339,-0.12888674958429192,0.0825359412701922,3.6301252609765418,3.1852807022430385,-0.49908785757287255,-0.05424329883936929,0.0,20.448903114885443
1,2,13,16,2003.0,15.5,14.7,17.6,15.5,15.6,533,498,508,540,541,-0.7017870882471181,2.200187388853474,13,44,1,1047,1.0,5.382875090519059e-15,0.2225209339563191,-0.9749279121818225,0.13931505795483182,-0.990248107610937,0,2021-02-13,0,-0.4489031148854417,-0.6669334648924576,-0.2528839733616764,-0.03485362335466047,3.131037403403669,2.250907239699467,-0.9308500145501952,-0.050719850845993175,0.0,20.70178708824712
1,2,13,17,2243.0,15.4,14.5,16.4,15.2,15.4,359,348,334,351,355,-0.851925546178066,0.9165129563460616,13,44,1,1048,0.8660254037844327,-0.5000000000000102,0.14904226617617278,-0.9888308262251287,0.1364753779779345,-0.9906434632125626,0,2021-02-13,0,-0.7017870882471181,-0.8586072063100996,-0.15013845793094793,0.006681660132033529,2.200187388853474,0.9443665435302084,-1.2836744325074125,-0.027853587184146877,0.0,20.851925546178066
1,2,13,18,2520.0,14.2,13.6,14.6,14.0,13.8,160,149,143,158,158,-1.4156616346979225,-0.5188682415355884,13,44,1,1049,0.49999999999997496,-0.8660254037844531,0.07473009358643026,-0.9972037971811797,0.13363457616136262,-0.991030675637325,0,2021-02-13,0,-0.851925546178066,-1.3262022814994365,-0.5637360885198565,-0.08945935319848597,0.9165129563460616,-0.5347645321038079,-1.43538119788165,0.015896290568219507,0.0,21.415661634697923
1,2,13,19,2598.0,12.4,12.0,12.8,12.0,11.7,13,13,11,13,13,-2.225788656745661,-1.5537331328038642,13,44,1,1050,6.761659680948519e-14,-1.0,-4.91096680932118e-16,-1.0,0.13079267585675877,-0.9914097417023039,0,2021-02-13,0,-1.4156616346979225,-2.085514194218626,-0.8101270220477386,-0.14027446252703513,-0.5188682415355884,-1.561124314220983,-1.0348648912682759,0.007391181417118808,0.0,22.22578865674566
1,2,13,20,2577.0,11.7,11.5,11.3,11.0,12.1,0,0,0,0,0,-2.501936720309021,-1.6461350356732445,13,44,1,1051,-0.4999999999999563,-0.8660254037844639,-0.07473009358641707,-0.9972037971811807,0.1279497004247943,-0.9917806582915425,0,2021-02-13,0,-2.225788656745661,-2.1796661815578697,-0.27614806356335997,-0.3222705387511513,-1.5537331328038642,-1.6461350356732445,-0.09240190286938033,0.0,0.0,22.501936720309022
1,2,13,21,2494.0,10.7,10.8,10.1,12.5,12.2,0,0,0,0,0,-2.5892311926685414,-1.6461350356732445,13,44,1,1052,-0.8660254037844219,-0.5000000000000289,-0.14904226617617375,-0.9888308262251286,0.12510567323497826,-0.9921434223560739,0,2021-02-13,0,-2.501936720309021,-2.6306213013147004,-0.08729447235952037,0.041390108646158996,-1.6461350356732445,-1.6461350356732445,0.0,0.0,0.0,22.589231192668542
1,2,13,22,2371.0,9.8,11.2,8.8,12.6,12.0,0,0,0,0,0,-2.7215310558673047,-1.6461350356732445,13,44,1,1053,-1.0,-1.6163480806835296e-14,-0.2225209339563062,-0.9749279121818255,0.12226061766546598,-0.9924980309139453,0,2021-02-13,0,-2.5892311926685414,-3.041297086543885,-0.1322998631987633,0.3197660306765804,-1.6461350356732445,-1.6461350356732445,0.0,0.0,0.0,22.721531055867306
1,2,13,23,2184.0,8.9,10.4,6.9,11.2,10.0,0,0,0,0,0,-3.304526695208228,-1.6461350356732445,13,44,1,1054,-0.8660254037844382,0.5000000000000009,-0.29475517441090243,-0.9555728057861413,0.11941455710286629,-0.9928444810502429,0,2021-02-13,0,-2.7215310558673047,-3.159068288684522,-0.5829956393409232,-0.1454584065237059,-1.6461350356732445,-1.6461350356732445,0.0,0.0,0.0,23.304526695208228
1,2,13,24,2027.0,8.6,12.9,5.3,12.3,10.2,0,0,0,0,0,-3.055131123853876,-1.6461350356732445,13,44,1,1055,-0.5000000000000827,0.8660254037843909,-0.3653410243663861,-0.9308737486442078,0.11656751494204824,-0.9931827699171162,0,2021-02-13,0,-3.304526695208228,-3.8205068101469593,0.24939557135435209,0.7653756862930834,-1.6461350356732445,-1.6461350356732445,0.0,0.0,0.0,23.055131123853876
1,2,14,1,1946.0,8.7,12.5,4.4,9.3,7.3,0,0,0,0,0,-3.6680874353153077,-1.6461350356732445,14,45,2,1056,3.52896351958146e-14,1.0,-0.43388373911755534,-0.9009688679024205,0.11371951458594924,-0.9935128947338007,0,2021-02-14,0,-3.055131123853876,-4.070564730204218,-0.6129563114614318,0.4024772948889104,-1.6461350356732445,-1.6461350356732445,0.0,0.0,0.0,23.668087435315307
1,2,14,2,1870.0,8.2,11.1,4.4,9.1,7.0,0,0,0,0,0,-3.9018390854261793,-1.6461350356732445,14,45,2,1057,0.49999999999994693,0.8660254037844692,-0.500000000000003,-0.8660254037844369,0.11087057944538581,-0.993834852786641,0,2021-02-14,0,-3.6680874353153077,-4.2806332258283915,-0.23375165011087162,0.37879414040221215,-1.6461350356732445,-1.6461350356732445,0.0,0.0,0.0,23.90183908542618
1,2,14,3,1826.0,8.4,7.4,5.2,8.6,6.8,0,0,0,0,0,-4.274628779204836,-1.6461350356732445,14,45,2,1058,0.8660254037844166,0.5000000000000382,-0.5633200580636185,-0.8262387743159972,0.10802073293885585,-0.9941486414291136,0,2021-02-14,0,-3.9018390854261793,-4.478657077835246,-0.37278969377865634,0.20402829863041028,-1.6461350356732445,-1.6461350356732445,0.0,0.0,0.0,24.274628779204836
1,2,14,4,1827.0,9.1,7.4,5.6,8.2,6.6,0,0,0,0,0,-4.238198061605044,-1.6461350356732445,14,45,2,1059,1.0,2.6944086523151533e-14,-0.6234898018587353,-0.7818314824680284,0.10516999849234916,-0.9944542580818483,0,2021-02-14,0,-4.274628779204836,-4.519758930322326,0.03643071759979133,0.2815608687172819,-1.6461350356732445,-1.6461350356732445,0.0,0.0,0.0,24.238198061605043
1,2,14,5,1914.0,9.2,7.4,4.9,7.4,6.1,0,0,0,0,0,-4.39053489419112,-1.6461350356732445,14,45,2,1060,0.8660254037844436,-0.4999999999999915,-0.6801727377709154,-0.73305187182983,0.10231839953915545,-0.9947517002326489,0,2021-02-14,0,-4.238198061605044,-4.502553714655244,-0.15233683258607567,0.11201882046412415,-1.6461350356732445,-1.6461350356732445,0.0,0.0,0.0,24.39053489419112
1,2,14,6,2099.0,11.1,7.5,4.7,7.5,5.6,0,0,0,0,0,-4.243013126340821,-1.6461350356732445,14,45,2,1061,0.4999999999999936,-0.8660254037844424,-0.7330518718298271,-0.6801727377709186,0.09946595951967066,-0.9950409654365147,0,2021-02-14,0,-4.39053489419112,-4.763243720164805,0.14752176785029913,0.5202305938239844,-1.6461350356732445,-1.6461350356732445,0.0,0.0,0.0,24.24301312634082
1,2,14,7,2290.0,8.1,7.6,4.8,7.5,5.7,0,0,0,0,0,-4.503347910634691,-1.6461350356732445,14,45,2,1062,8.917780824211766e-14,-1.0,-0.7818314824680257,-0.6234898018587387,0.09661270188120355,-0.9953220513156602,0,2021-02-14,0,-4.243013126340821,-5.0442128287601244,-0.26033478429387014,0.5408649181254335,-1.6461350356732445,-1.6461350356732445,0.0,0.0,0.0,24.50334791063469
1,2,14,8,2289.0,8.5,7.3,5.5,7.6,6.7,8,7,8,9,9,-4.361898421976383,-1.5858279712280534,14,45,2,1063,-0.5000000000000361,-0.8660254037844178,-0.8262387743159948,-0.5633200580636222,0.0937586500777833,-0.9955949555595347,0,2021-02-14,0,-4.503347910634691,-4.998414770576285,0.1414494886583082,0.6365163485999021,-1.6461350356732445,-1.590334130602873,0.06030706444519107,0.004506159374819685,0.0,24.361898421976385
1,2,14,9,2116.0,10.8,10.7,9.9,10.8,10.0,138,133,145,144,147,-2.9450418408097034,-0.6082818770119691,14,45,2,1064,-0.8660254037844112,-0.5000000000000475,-0.8660254037844347,-0.5000000000000068,0.09090382756996991,-0.9958596759248409,0,2021-02-14,0,-4.361898421976383,-3.5263081371427263,1.4168565811666793,0.5812662963330228,-1.5858279712280534,-0.6173970683464658,0.9775460942160843,0.009115191334496675,0.0,22.945041840809704
1,2,14,10,1906.0,13.0,13.4,14.8,14.0,13.3,328,337,349,347,352,-1.5777685042306517,0.8666542475409695,14,45,2,1065,-1.0,-3.7724692239467775e-14,-0.9009688679024186,-0.43388373911755934,0.08804825782465589,-0.9961162102355543,0,2021-02-14,0,-2.9450418408097034,-1.9683525647347389,1.3672733365790517,0.3905840605040871,-0.6082818770119691,0.8683108903824062,1.4749361245529387,-0.0016566428414366285,0.0,21.57776850423065
1,2,14,11,1762.0,14.4,14.2,16.0,15.7,15.3,505,517,531,531,535,-0.9618565507007295,2.195441487747913,14,45,2,1066,-0.8660254037844489,0.4999999999999822,-0.9308737486442009,-0.3653410243664034,0.08519196431487663,-0.99636455638294,0,2021-02-14,0,-1.5777685042306517,-1.2642039654409791,0.6159119535299222,0.3023474147402496,0.8666542475409695,2.1866004419788347,1.3287872402069434,0.008841045769078182,0.0,20.96185655070073
1,2,14,12,1688.0,15.7,15.0,16.8,16.0,15.8,642,648,660,664,668,-0.6374645685525191,3.167993299033256,14,45,2,1067,-0.500000000000003,0.8660254037844369,-0.95557280578614,-0.29475517441090665,0.08233497051961779,-0.9966047123255708,0,2021-02-14,0,-0.9618565507007295,-0.7787965946904639,0.3243919821482104,0.14133202613794482,2.195441487747913,3.1352666614665026,0.9725518112853431,0.032726637566753425,0.0,20.63746456855252
1,2,14,13,1663.0,16.4,15.5,18.0,15.9,15.7,718,717,729,731,737,-0.46286960013211503,3.681317353313153,14,45,2,1068,1.3728423763182123e-14,1.0,-0.9749279121818213,-0.22252093395632436,0.07947729992362142,-0.9968366760893435,0,2021-02-14,0,-0.6374645685525191,-0.42089712793334183,0.17459496842040406,-0.0419724721987732,3.167993299033256,3.62468686946532,0.5133240542798969,0.05663048384783309,0.0,20.462869600132116
1,2,14,14,1710.0,16.5,15.6,18.7,15.9,15.9,721,724,731,728,735,-0.38333629035551575,3.6907343724825514,14,45,2,1069,0.4999999999999283,0.86602540378448,-0.988830826225128,-0.1490422661761781,0.07661897601719204,-0.9970604457674955,0,2021-02-14,0,-0.46286960013211503,-0.3200163653011498,0.07953330977659928,-0.06331992505436596,3.681317353313153,3.6301252609765418,0.009417019169398522,0.06060911150600967,0.0,20.383336290355516
1,2,14,15,1822.0,16.1,15.4,18.4,15.7,15.6,660,661,664,624,639,-0.5040618105630147,3.114329498503977,14,45,2,1070,0.8660254037844627,0.4999999999999584,-0.9972037971811804,-0.07473009358642146,0.07376002229600406,-0.9972760195206205,0,2021-02-14,0,-0.38333629035551575,-0.4489031148854417,-0.12072552020749894,-0.05515869567757298,3.6907343724825514,3.131037403403669,-0.5764048739785745,-0.016707904899692316,0.0,20.504061810563016
1,2,14,16,1996.0,15.8,15.2,17.1,15.5,15.2,534,535,535,537,539,-0.685826984779321,2.284118969162652,14,45,2,1071,1.0,4.850529795578401e-14,-1.0,-4.899206177226001e-15,0.07090046226091161,-0.9974833955766828,0,2021-02-14,0,-0.5040618105630147,-0.7017870882471181,-0.18176517421630634,0.015960103467797082,3.114329498503977,2.200187388853474,-0.8302105293413251,0.0839315803091778,0.0,20.68582698477932
1,2,14,17,2220.0,16.2,15.4,17.0,15.9,15.4,360,360,357,361,362,-0.5786981701714995,0.9935815664396793,14,45,2,1072,0.8660254037844544,-0.49999999999997286,-0.99720379718118,0.07473009358642586,0.06804031941775016,-0.9976825722310331,0,2021-02-14,0,-0.685826984779321,-0.851925546178066,0.10712881460782153,0.27322737600656655,2.284118969162652,0.9165129563460616,-1.2905374027229723,0.07706861009361776,0.0,20.5786981701715
1,2,14,18,2477.0,15.0,14.5,15.1,14.9,14.3,163,163,160,164,163,-1.0889391348089248,-0.45387469970515837,14,45,2,1073,0.5000000000000123,-0.8660254037844316,-0.9888308262251294,0.14904226617616842,0.06517961727714632,-0.9978735478464217,0,2021-02-14,0,-0.5786981701714995,-1.4156616346979225,-0.5102409646374253,0.3267224998889977,0.9935815664396793,-0.5188682415355884,-1.4474562661448376,0.06499354183043005,0.0,21.088939134808925
1,2,14,19,2558.0,13.1,13.0,12.1,12.7,12.2,14,14,13,14,14,-1.992793718863784,-1.5449433700734108,14,45,2,1074,-2.9478180468658846e-15,-1.0,-0.9749279121818235,0.2225209339563148,0.062318379354325076,-0.998056320853012,0,2021-02-14,0,-1.0889391348089248,-2.225788656745661,-0.9038545840548593,0.23299493788187697,-0.45387469970515837,-1.5537331328038642,-1.0910686703682524,0.008789762730453399,0.0,21.992793718863783
1,2,14,20,2494.0,12.5,12.3,10.6,11.9,10.4,0,0,0,0,0,-2.4376547208064485,-1.6461350356732445,14,45,2,1075,-0.5000000000000174,-0.8660254037844286,-0.9555728057861429,0.29475517441089727,0.05945662916891562,-0.9982308897483938,0,2021-02-14,0,-1.992793718863784,-2.501936720309021,-0.4448610019426644,0.06428199950257252,-1.5449433700734108,-1.6461350356732445,-0.10119166559983372,0.0,0.0,22.43765472080645
1,2,14,21,2416.0,11.4,10.9,10.1,10.8,10.9,0,0,0,0,0,-2.782677941309745,-1.6461350356732445,14,45,2,1076,-0.8660254037844004,-0.5000000000000662,-0.9308737486442046,0.3653410243663943,0.05659439024475707,-0.9983972530975955,0,2021-02-14,0,-2.4376547208064485,-2.5892311926685414,-0.34502322050329637,-0.19344674864120348,-1.6461350356732445,-1.6461350356732445,0.0,0.0,0.0,22.782677941309746
1,2,14,22,2316.0,9.9,13.1,8.8,12.5,11.5,0,0,0,0,0,-2.568452175534372,-1.6461350356732445,14,45,2,1077,-1.0,-5.928590367210024e-14,-0.9009688679024228,0.4338837391175505,0.05373168610970602,-0.9985554095330955,0,2021-02-14,0,-2.782677941309745,-2.7215310558673047,0.21422576577537278,0.1530788803329326,-1.6461350356732445,-1.6461350356732445,0.0,0.0,0.0,22.56845217553437
1,2,14,23,2166.0,9.5,11.7,7.1,12.3,9.4,0,0,0,0,0,-3.043965625131164,-1.6461350356732445,14,45,2,1078,-0.8660254037844597,0.49999999999996353,-0.8660254037844396,0.49999999999999833,0.050868540295444034,-0.9987053577548339,0,2021-02-14,0,-2.568452175534372,-3.304526695208228,-0.4755134495967921,0.26056107007706375,-1.6461350356732445,-1.6461350356732445,0.0,0.0,0.0,23.043965625131165
1,2,14,24,2025.0,9.1,10.3,6.5,11.8,10.8,0,0,0,0,0,-3.1978970442660803,-1.6461350356732445,14,45,2,1079,-0.5000000000000216,0.8660254037844262,-0.8262387743160003,0.5633200580636141,0.048004976337283324,-0.9988470965302231,0,2021-02-14,0,-3.043965625131164,-3.055131123853876,-0.15393141913491615,-0.14276592041220448,-1.6461350356732445,-1.6461350356732445,0.0,0.0,0.0,23.19789704426608
1,2,15,1,1943.0,9.8,9.6,6.0,9.5,8.9,0,0,0,0,0,-3.610802539447545,-1.6461350356732445,15,46,3,1080,-7.832787669450353e-15,1.0,-0.7818314824680318,0.623489801858731,0.04514101777397193,-0.9989806246941579,0,2021-02-15,1,-3.1978970442660803,-3.6680874353153077,-0.4129054951814646,0.05728489586776275,-1.6461350356732445,-1.6461350356732445,0.0,0.0,0.0,23.610802539447544
1,2,15,2,1871.0,8.8,8.4,6.3,9.7,7.8,0,0,0,0,0,-3.8784658897299296,-1.6461350356732445,15,46,3,1081,0.5000000000000081,0.8660254037844339,-0.733051871829824,0.6801727377709219,0.04227668814750293,-0.9991059411490248,0,2021-02-15,1,-3.610802539447545,-3.9018390854261793,-0.26766335028238464,0.023373195696249738,-1.6461350356732445,-1.6461350356732445,0.0,0.0,0.0,23.87846588972993
1,2,15,3,1825.0,7.8,8.1,5.9,8.9,8.0,0,0,0,0,0,-4.090659045839177,-1.6461350356732445,15,46,3,1082,0.8660254037844519,0.4999999999999771,-0.6801727377709226,0.7330518718298233,0.039412011002919585,-0.9992230448647117,0,2021-02-15,1,-3.8784658897299296,-4.274628779204836,-0.21219315610924783,0.18396973336565825,-1.6461350356732445,-1.6461350356732445,0.0,0.0,0.0,24.09065904583918
1,2,15,4,1812.0,7.6,8.1,5.5,8.3,9.1,0,0,0,0,0,-4.104353447650814,-1.6461350356732445,15,46,3,1083,1.0,7.006650938841648e-14,-0.6234898018587318,0.7818314824680311,0.03654700988812086,-0.9993319348786156,0,2021-02-15,1,-4.090659045839177,-4.238198061605044,-0.013694401811636503,0.13384461395423042,-1.6461350356732445,-1.6461350356732445,0.0,0.0,0.0,24.104353447650816
1,2,15,5,1846.0,9.9,8.4,5.2,9.6,9.9,0,0,0,0,0,-3.683255676015918,-1.6461350356732445,15,46,3,1084,0.8660254037844651,-0.49999999999995415,-0.5633200580636266,0.8262387743159918,0.03368170835366882,-0.9994326102956509,0,2021-02-15,1,-4.104353447650814,-4.39053489419112,0.42109777163489603,0.7072792181752021,-1.6461350356732445,-1.6461350356732445,0.0,0.0,0.0,23.683255676015918
1,2,15,6,1928.0,7.5,7.5,4.5,9.3,9.1,0,0,0,0,0,-4.140201865327518,-1.6461350356732445,15,46,3,1085,0.500000000000031,-0.8660254037844207,-0.49999999999999917,0.8660254037844392,0.030816129952595882,-0.9995250702882568,0,2021-02-15,1,-3.683255676015918,-4.243013126340821,-0.45694618931160047,0.10281126101330251,-1.6461350356732445,-1.6461350356732445,0.0,0.0,0.0,24.14020186532752
1,2,15,7,2014.0,7.5,6.3,3.6,8.1,6.9,0,0,0,0,0,-4.612695409884967,-1.6461350356732445,15,46,3,1086,1.8613393385766592e-14,-1.0,-0.43388373911756417,0.9009688679024163,0.02795029824021032,-0.999609314096404,0,2021-02-15,1,-4.140201865327518,-4.503347910634691,-0.47249354455744896,-0.10934749925027631,-1.6461350356732445,-1.6461350356732445,0.0,0.0,0.0,24.612695409884967
1,2,15,8,1989.0,7.7,6.6,3.1,8.1,6.7,9,8,10,9,10,-4.610492369935612,-1.5785400258018696,15,46,3,1087,-0.4999999999999987,-0.8660254037844394,-0.3653410243663952,0.9308737486442041,0.025084236773901335,-0.999685341027601,0,2021-02-15,1,-4.612695409884967,-4.361898421976383,0.0022030399493555564,-0.24859394795922896,-1.6461350356732445,-1.5858279712280534,0.0675950098713749,0.007287945426183828,0.0,24.610492369935614
1,2,15,9,1847.0,10.6,10.3,8.5,10.1,9.8,148,143,153,150,153,-3.176452484788403,-0.5499505438398593,15,46,3,1088,-0.8660254037844465,-0.4999999999999864,-0.2947551744108982,0.9555728057861426,0.022217969112948044,-0.9997531504568996,0,2021-02-15,1,-4.610492369935612,-2.9450418408097034,1.4340398851472087,-0.2314106439786996,-1.5785400258018696,-0.6082818770119691,1.0285894819620103,0.05833133317210981,0.0,23.176452484788403
